customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Flag,usage_drop,low_engagement,recent_risk,churn_risk_score,customer_value,action_segment,revenue_at_risk
5686-CMAWK,Male,0,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,86.75,1410.25,No,0,0.7638888888888888,0.7305263157894737,0.7638888888888888,75.38801169590643,1474.75,High Risk - High Value,1111.7847024853802
5651-CRHKQ,Female,0,Yes,No,41,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),86.2,3339.05,No,0,0.4305555555555556,0.7258947368421053,0.4305555555555556,51.91573099415206,3534.2000000000003,Low Risk,1834.805764795322
6905-NIQIN,Male,0,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,50.65,50.65,Yes,1,0.9861111111111112,0.4265263157894737,0.9861111111111112,81.82356725146201,50.65,High Risk - Low Value,41.443636812865506
8204-YJCLA,Male,1,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),64.8,4732.35,No,0,0.0,0.5456842105263158,0.0,16.370526315789473,4665.599999999999,Low Risk,763.7832757894735
5167-ZFFMM,Male,0,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),90.85,90.85,Yes,1,0.9861111111111112,0.7650526315789473,0.9861111111111112,91.9793567251462,90.85,High Risk - Low Value,83.56324558479531
6583-SZVGP,Male,0,No,No,48,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),108.1,5067.45,No,0,0.33333333333333337,0.9103157894736842,0.33333333333333337,50.64280701754386,5188.799999999999,Low Risk,2627.7539705263152
4895-TMWIR,Male,1,Yes,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,214.75,Yes,1,0.8472222222222222,0.16799999999999998,0.8472222222222222,64.34555555555555,219.45,Low Risk,141.20632166666664
0533-BNWKF,Female,1,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,85.45,4874.7,Yes,1,0.23611111111111116,0.7195789473684211,0.23611111111111116,38.115146198830416,4699.75,Low Risk,1791.3165834795325
1708-PBBOA,Female,0,No,No,42,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,54.75,2348.45,No,0,0.41666666666666663,0.4610526315789474,0.41666666666666663,42.998245614035085,2299.5,Low Risk,988.7446578947367
8782-LKFPK,Male,0,No,No,44,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,90.4,4063.0,No,0,0.38888888888888884,0.7612631578947369,0.38888888888888884,50.06011695906432,3977.6000000000004,Low Risk,1991.1912121637424
5522-JBWMO,Male,0,No,Yes,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.0,44.0,No,0,0.9861111111111112,0.3705263157894737,0.9861111111111112,80.14356725146199,44.0,High Risk - Low Value,35.26316959064327
3597-MVHJT,Female,0,No,No,27,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.6,2595.25,No,0,0.625,0.8050526315789474,0.625,67.9015789473684,2581.2,Low Risk,1752.675555789473
9774-NRNAU,Male,1,Yes,No,27,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),84.8,2309.55,No,0,0.625,0.7141052631578947,0.625,65.17315789473685,2289.6,Low Risk,1492.2046231578947
0224-RLWWD,Female,1,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.3,89.3,No,0,0.9722222222222222,0.37305263157894736,0.9722222222222222,79.24713450292398,88.6,High Risk - Low Value,70.21296116959066
9967-ATRFS,Female,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.9,367.55,No,0,0.7361111111111112,0.16757894736842105,0.7361111111111112,56.55514619883041,378.09999999999997,Low Risk,213.83500777777775
3951-NJCVI,Female,1,Yes,No,42,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.05,3944.5,No,0,0.41666666666666663,0.8004210526315789,0.41666666666666663,53.17929824561403,3992.1,Low Risk,2122.9707652631573
2977-CEBSX,Female,0,No,No,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),90.05,5965.95,No,0,0.08333333333333337,0.7583157894736842,0.08333333333333337,28.58280701754386,5943.3,Low Risk,1698.7619694736843
0177-PXBAT,Male,1,Yes,No,33,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),109.9,3694.7,No,0,0.5416666666666667,0.9254736842105263,0.5416666666666667,65.68087719298245,3626.7000000000003,Low Risk,2382.0483731578947
6599-CEBNN,Female,0,No,No,34,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.95,2524.45,Yes,1,0.5277777777777778,0.6227368421052631,0.5277777777777778,55.626549707602344,2514.3,Low Risk,1398.618339298246
2519-ERQOJ,Male,1,No,No,33,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,54.6,1803.7,No,0,0.5416666666666667,0.4597894736842105,0.5416666666666667,51.71035087719299,1801.8,Low Risk,931.7171021052633
5876-QMYLD,Female,0,Yes,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.05,415.1,No,0,0.6805555555555556,0.1688421052631579,0.6805555555555556,52.704152046783626,461.15000000000003,Low Risk,243.0451971637427
2277-AXSDC,Female,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.75,624.15,No,0,0.5555555555555556,0.16631578947368422,0.5555555555555556,43.878362573099416,632.0,Low Risk,277.3112514619883
9442-JTWDL,Female,0,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.05,237.7,No,0,0.8472222222222222,0.1688421052631579,0.8472222222222222,64.37081871345029,220.55,Low Risk,141.96984067251464
0979-PHULV,Male,0,Yes,Yes,69,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.45,7007.6,Yes,1,0.04166666666666663,0.8374736842105264,0.04166666666666663,28.040877192982457,6862.05,Low Risk,1924.1790134210526
3067-SVMTC,Female,0,Yes,No,68,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),55.9,3848.8,No,0,0.05555555555555558,0.4707368421052631,0.05555555555555558,18.010994152046784,3801.2,Low Risk,684.6339097076022
5495-GPSRW,Male,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.7,419.4,No,0,0.7222222222222222,0.16589473684210526,0.7222222222222222,55.53239766081871,394.0,Low Risk,218.7976467836257
7606-BPHHN,Male,0,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.8,1468.75,No,0,0.0,0.16673684210526316,0.0,5.002105263157895,1425.6000000000001,Low Risk,71.31001263157896
4742-DRORA,Male,0,Yes,Yes,60,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),95.4,5812.0,No,0,0.16666666666666663,0.8033684210526316,0.16666666666666663,35.76771929824561,5724.0,Low Risk,2047.3442526315787
0111-KLBQG,Male,1,Yes,Yes,32,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,93.95,2861.45,No,0,0.5555555555555556,0.7911578947368422,0.5555555555555556,62.62362573099415,3006.4,Low Risk,1882.716683976608
4800-VHZKI,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.9,19.9,Yes,1,0.9861111111111112,0.16757894736842105,0.9861111111111112,74.05514619883041,19.9,High Risk - Low Value,14.736974093567252
7989-CHGTL,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.6,19.6,Yes,1,0.9861111111111112,0.16505263157894737,0.9861111111111112,73.97935672514619,19.6,High Risk - Low Value,14.499953918128655
0334-GDDSO,Male,1,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.35,233.7,Yes,1,0.9583333333333334,0.6850526315789474,0.9583333333333334,87.63491228070176,244.04999999999998,High Risk - Low Value,213.87300342105263
4163-NCJAK,Female,0,Yes,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.45,1066.15,No,0,0.36111111111111116,0.20589473684210527,0.36111111111111116,31.45461988304094,1124.7,Low Risk,353.7701098245615
5233-AOZUF,Female,0,Yes,No,29,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.95,2149.05,No,0,0.5972222222222222,0.6311578947368421,0.5972222222222222,60.740292397660824,2173.55,Low Risk,1320.220625409357
5973-EJGDP,Male,0,No,No,51,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,87.35,4473.0,No,0,0.29166666666666663,0.735578947368421,0.29166666666666663,42.48403508771929,4454.849999999999,Low Risk,1892.6000371052626
1996-DBMUS,Female,1,Yes,No,48,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),70.65,3545.05,No,0,0.33333333333333337,0.5949473684210527,0.33333333333333337,41.18175438596492,3391.2000000000003,Low Risk,1396.5556547368424
7916-VCCPB,Female,0,Yes,Yes,16,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),73.25,1195.75,No,0,0.7777777777777778,0.6168421052631579,0.7777777777777778,72.94970760233919,1172.0,High Risk - Low Value,854.9705730994152
4686-GEFRM,Male,0,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),98.7,6858.9,No,0,0.02777777777777779,0.8311578947368421,0.02777777777777779,26.87918128654971,6909.0,Low Risk,1857.0826350877194
5249-QYHEX,Female,0,Yes,Yes,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.8,1024.7,No,0,0.4444444444444444,0.2088421052631579,0.4444444444444444,37.37637426900585,992.0,Low Risk,370.77363274853803
0578-SKVMF,Female,0,Yes,Yes,22,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,83.3,1845.9,Yes,1,0.6944444444444444,0.7014736842105262,0.6944444444444444,69.6553216374269,1832.6,Low Risk,1276.5034243274852
5564-NEMQO,Female,1,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.3,75.3,Yes,1,0.9861111111111112,0.6341052631578947,0.9861111111111112,88.05093567251463,75.3,High Risk - Low Value,66.30235456140352
2233-FAGXV,Female,0,Yes,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,24.3,132.25,No,0,0.9305555555555556,0.20463157894736841,0.9305555555555556,71.27783625730994,121.5,High Risk - Low Value,86.60257105263159
5605-IYGFG,Female,0,No,No,7,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.85,515.45,No,0,0.9027777777777778,0.5882105263157894,0.9027777777777778,80.84076023391813,488.94999999999993,High Risk - Low Value,395.27089716374263
7663-ZTEGJ,Male,0,No,Yes,29,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,No,Credit card (automatic),100.55,2830.45,No,0,0.5972222222222222,0.8467368421052631,0.5972222222222222,67.20766081871345,2915.95,Low Risk,1959.7417856432749
3935-TBRZZ,Male,0,Yes,Yes,44,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,25.7,1110.5,No,0,0.38888888888888884,0.21642105263157893,0.38888888888888884,33.71485380116959,1130.8,Low Risk,381.24756678362564
8111-BKVDS,Female,0,No,No,10,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),40.7,449.3,No,0,0.8611111111111112,0.3427368421052632,0.8611111111111112,70.55988304093567,407.0,High Risk - Low Value,287.1787239766082
2055-SIFSS,Female,1,Yes,No,55,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),51.65,2838.55,No,0,0.23611111111111116,0.43494736842105264,0.23611111111111116,29.57619883040936,2840.75,Low Risk,840.185868274854
2806-MLNTI,Male,1,Yes,No,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),105.1,5376.4,No,0,0.2777777777777778,0.8850526315789473,0.2777777777777778,45.99602339181286,5465.2,Low Risk,2513.7746704093565
8734-DKSTZ,Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,85.95,858.6,No,0,0.8611111111111112,0.7237894736842105,0.8611111111111112,81.9914619883041,859.5,High Risk - Low Value,704.7166157894737
4360-PNRQB,Male,0,No,No,18,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.6,1395.05,No,0,0.75,0.6366315789473683,0.75,71.59894736842105,1360.8,High Risk - Low Value,974.3184757894736
6152-ONASV,Female,0,Yes,No,68,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Bank transfer (automatic),58.25,3975.7,No,0,0.05555555555555558,0.4905263157894737,0.05555555555555558,18.6046783625731,3961.0,Low Risk,736.9313099415206
9063-ZGTUY,Female,0,Yes,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.4,1182.55,Yes,1,0.1527777777777778,0.16336842105263158,0.1527777777777778,15.595497076023394,1183.3999999999999,Low Risk,184.5571123976608
7781-HVGMK,Female,0,Yes,Yes,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),65.2,4784.45,No,0,0.0,0.5490526315789473,0.0,16.47157894736842,4694.400000000001,Low Risk,773.2418021052632
2181-UAESM,Male,0,No,No,2,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,53.45,119.5,No,0,0.9722222222222222,0.4501052631578948,0.9722222222222222,81.5587134502924,106.9,High Risk - Low Value,87.18626467836258
2957-LOLHO,Male,0,No,No,12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.4,518.9,Yes,1,0.8333333333333334,0.3823157894736842,0.8333333333333334,69.80280701754387,544.8,Low Risk,380.28569263157897
6048-NJXHX,Male,0,Yes,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,19.75,899.45,No,0,0.4305555555555556,0.16631578947368422,0.4305555555555556,35.12836257309942,809.75,Low Risk,284.4519159356726
2320-SLKMB,Female,0,No,No,26,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),44.45,1183.8,No,0,0.6388888888888888,0.3743157894736842,0.6388888888888888,55.95169590643274,1155.7,Low Risk,646.6337495906432
4980-URKXC,Male,0,Yes,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.85,720.05,No,0,0.5,0.17557894736842106,0.5,40.26736842105263,750.6,Low Risk,302.246867368421
4376-KFVRS,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),114.05,8468.2,No,0,0.0,0.960421052631579,0.0,28.812631578947368,8211.6,Low Risk,2365.9780547368423
5886-VLQVU,Male,0,Yes,No,35,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.85,3161.2,No,0,0.5138888888888888,0.7566315789473683,0.5138888888888888,58.67116959064327,3144.75,Low Risk,1845.0616057017542
3577-AMVUX,Male,0,No,No,1,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,55.05,55.05,No,0,0.9861111111111112,0.46357894736842103,0.9861111111111112,82.93514619883042,55.05,High Risk - Low Value,45.65579798245614
0771-WLCLA,Female,0,Yes,Yes,16,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,112.95,1882.55,No,0,0.7777777777777778,0.9511578947368421,0.7777777777777778,82.9791812865497,1807.2,High Risk - High Value,1499.5997642105265
5628-RKIFK,Female,1,No,No,49,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),101.55,5070.4,No,0,0.3194444444444444,0.8551578947368421,0.3194444444444444,48.01584795321637,4975.95,Low Risk,2389.24458622807
0206-TBWLC,Female,0,Yes,No,54,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Mailed check,114.65,6049.5,No,0,0.25,0.9654736842105264,0.25,46.46421052631579,6191.1,Low Risk,2876.645737894737
2937-FTHUR,Female,0,No,Yes,18,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Electronic check,64.8,1166.7,No,0,0.75,0.5456842105263158,0.75,68.87052631578948,1166.3999999999999,Low Risk,803.3058189473683
1910-FMXJM,Female,0,Yes,No,36,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.4,2937.65,No,0,0.5,0.6770526315789475,0.5,55.311578947368425,2894.4,Low Risk,1600.9383410526316
7752-XUSCI,Female,0,No,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.9,6396.45,Yes,1,0.16666666666666663,0.8917894736842106,0.16666666666666663,38.42035087719298,6354.0,Low Risk,2441.229094736842
4110-PFEUZ,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,69.55,69.55,Yes,1,0.9861111111111112,0.5856842105263158,0.9861111111111112,86.59830409356726,69.55,High Risk - Low Value,60.22912049707603
0732-OCQOC,Female,0,Yes,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.05,1270.25,No,0,0.2777777777777778,0.21094736842105263,0.2777777777777778,25.772865497076026,1302.6000000000001,Low Risk,335.71734596491234
5168-MSWXT,Male,0,Yes,Yes,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.75,759.55,No,0,0.8888888888888888,0.7978947368421052,0.8888888888888888,86.15906432748537,758.0,High Risk - Low Value,653.0857076023391
1090-ESELR,Male,0,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),105.5,7611.55,No,0,0.0,0.888421052631579,0.0,26.652631578947368,7596.0,Low Risk,2024.533894736842
8592-PLTMQ,Female,0,No,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,24.7,1642.75,No,0,0.11111111111111116,0.208,0.11111111111111116,14.017777777777782,1580.8,Low Risk,221.59303111111117
5760-WRAHC,Female,1,No,No,22,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,69.75,1545.4,No,0,0.6944444444444444,0.5873684210526315,0.6944444444444444,66.23216374269005,1534.5,Low Risk,1016.3325526315789
8847-GEOOQ,Male,0,Yes,No,60,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),60.2,3582.4,No,0,0.16666666666666663,0.5069473684210527,0.16666666666666663,26.87508771929824,3612.0,Low Risk,970.7281684210525
0256-LTHVJ,Female,0,Yes,Yes,28,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.05,2227.1,Yes,1,0.6111111111111112,0.6825263157894736,0.6111111111111112,63.25356725146199,2269.4,Low Risk,1435.4764552046784
4785-FCIFB,Female,0,Yes,No,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.4,1417.9,No,0,0.1527777777777778,0.2054736842105263,0.1527777777777778,16.858654970760234,1488.3999999999999,Low Risk,250.9242205847953
8313-NDOIA,Female,0,No,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.15,2494.65,No,0,0.6666666666666667,0.8770526315789474,0.6666666666666667,72.9782456140351,2499.6000000000004,High Risk - High Value,1824.1642273684215
5149-CUZUJ,Male,0,Yes,Yes,28,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,One year,No,Bank transfer (automatic),92.9,2768.35,No,0,0.6111111111111112,0.7823157894736843,0.6111111111111112,66.24725146198831,2601.2000000000003,Low Risk,1723.2235050292402
0942-KOWSM,Female,0,Yes,Yes,30,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),80.8,2369.3,No,0,0.5833333333333333,0.6804210526315789,0.5833333333333333,61.24596491228069,2424.0,Low Risk,1484.602189473684
4237-CLSMM,Male,0,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,38.0,No,0,0.9722222222222222,0.16842105263157894,0.9722222222222222,73.10818713450293,40.0,High Risk - Low Value,29.243274853801168
1452-VOQCH,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.1,75.1,No,0,0.9861111111111112,0.6324210526315789,0.9861111111111112,88.00040935672516,75.1,High Risk - Low Value,66.0883074269006
4719-UMSIY,Male,0,No,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.65,100.9,No,0,0.9166666666666666,0.1654736842105263,0.9166666666666666,69.13087719298245,117.89999999999999,Low Risk,81.5053042105263
6614-VBEGU,Female,0,Yes,No,24,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),69.45,1614.05,No,0,0.6666666666666667,0.5848421052631579,0.6666666666666667,64.21192982456141,1666.8000000000002,Low Risk,1070.2844463157896
0880-TKATG,Male,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,101.15,385.9,Yes,1,0.9444444444444444,0.8517894736842105,0.9444444444444444,91.66479532163743,404.6,High Risk - Low Value,370.87576187134505
3811-VBYBZ,Male,0,No,No,7,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.8,673.25,Yes,1,0.9027777777777778,0.840421052631579,0.9027777777777778,88.40707602339182,698.6,High Risk - Low Value,617.6118330994153
1480-BKXGA,Male,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),116.05,8404.9,No,0,0.0,0.9772631578947368,0.0,29.317894736842103,8355.6,Low Risk,2449.686012631579
2996-XAUVF,Male,0,No,No,70,No,No phone service,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,40.05,2799.75,No,0,0.02777777777777779,0.3372631578947368,0.02777777777777779,12.06233918128655,2803.5,Low Risk,338.1676789473684
9076-AXYIK,Male,1,Yes,No,64,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Electronic check,102.1,6538.45,No,0,0.11111111111111116,0.8597894736842104,0.11111111111111116,33.571461988304094,6534.4,Low Risk,2193.6936121637427
5968-XQIVE,Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,89.7,6588.95,No,0,0.0,0.7553684210526316,0.0,22.661052631578947,6458.400000000001,Low Risk,1463.541423157895
8896-RAZCR,Female,0,No,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,868.1,No,0,0.38888888888888884,0.16757894736842105,0.38888888888888884,32.24959064327485,875.5999999999999,Low Risk,282.3774156725146
4640-UHDOS,Female,0,Yes,Yes,13,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,55.95,734.35,Yes,1,0.8194444444444444,0.4711578947368421,0.8194444444444444,71.49584795321637,727.35,High Risk - Low Value,520.0250500877194
4933-IKULF,Female,1,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.65,330.6,No,0,0.7638888888888888,0.17389473684210524,0.7638888888888888,58.689064327485376,351.04999999999995,Low Risk,206.02796032163738
3583-EKAPL,Male,0,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.0,55.0,Yes,1,0.9861111111111112,0.4631578947368421,0.9861111111111112,82.92251461988305,55.0,High Risk - Low Value,45.60738304093567
1304-BCCFO,Male,0,Yes,No,9,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,70.05,564.4,No,0,0.875,0.5898947368421052,0.875,78.94684210526317,630.4499999999999,High Risk - Low Value,497.7203660526316
4104-PVRPS,Male,0,Yes,No,24,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,53.6,1315.35,No,0,0.6666666666666667,0.4513684210526316,0.6666666666666667,60.20771929824562,1286.4,Low Risk,774.5121010526317
9399-APLBT,Female,0,Yes,Yes,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.7,74.7,Yes,1,0.9861111111111112,0.6290526315789474,0.9861111111111112,87.89935672514622,74.7,High Risk - Low Value,65.66081947368423
2359-KMGLI,Male,0,No,No,24,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.25,1861.5,Yes,1,0.6666666666666667,0.6757894736842105,0.6666666666666667,66.94035087719298,1926.0,Low Risk,1289.271157894737
3780-DDGSE,Male,1,Yes,Yes,35,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,76.05,2747.2,No,0,0.5138888888888888,0.6404210526315789,0.5138888888888888,55.18485380116959,2661.75,Low Risk,1468.8828460526315
4431-EDMIQ,Female,0,Yes,Yes,7,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,75.7,554.05,No,0,0.9027777777777778,0.6374736842105263,0.9027777777777778,82.31865497076024,529.9,High Risk - Low Value,436.20655269005846
